id,fonte,tipo,titolo,descrizione,ente_nome,ente_paese,regione,importo_min,importo_max,importo_stimato,valuta,data_pubblicazione,data_scadenza,stato,url_originale,url_pdf,settori,destinatari,cpv_codes
TED-234792-2026,TED,servizi_professionali,"Italia – Servizi architettonici, di costruzione, ingegneria e ispezione – Servizi attinenti l'architettura e l'ingegneria relativi ai lavori di ""Ampliamento della Biblioteca civica di San Giorgio delal Richinvelda (PN)"".",Servizi attinenti l’architettura e l’ingegneria relativi ai lavori di “Ampliamento della Biblioteca civica di San Giorgio della Richinvelda” (PN),"Regione Autonoma Friuli Venezia Giulia - Direzione centrale patrimonio, demanio, servizi generali e sistemi informativi - Servizio patrimonio",ITA,Friuli-Venezia Giulia,,,326344.1,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234792-2026,https://ted.europa.eu/it/notice/234792-2026/pdf,ingegneria,aziende,71000000
TED-234793-2026,TED,appalto_servizi,"Italia – Servizi cimiteriali – Procedura aperta per l&#8217;affidamento dei servizio cimiteriali, per conto del Comune di Monselice (PD) - CIG BA4A300FA2","Procedura aperta per l&#8217;affidamento dei servizio cimiteriali, per conto del Comune di Monselice (PD)",Federazione dei Comuni del Camposampierese,ITA,,,,1117740.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234793-2026,https://ted.europa.eu/it/notice/234793-2026/pdf,,aziende,98371110
TED-234795-2026,TED,appalto_servizi,Italia – Servizi assicurativi – GARA EUROPEA A PROCEDURA APERTA PER L’AFFIDAMENTO DEL SERVIZIO DI COPERTURA ASSICURATIVA DELL’ENTE DI DECENTRAMENTO REGIONALE DI PORDENONE – PERIODO 01/01/2026 – 31/12/2028,RDO del LOTTO 1 ALL RISKS PROPERTY (Busta Tecnica e Busta Economica) RDO del LOTTO 2 RCT/O (Busta Tecnica e Busta Economica) RDO del LOTTO 3 POLIZZA RCA LIBRO MATRICOLA (Busta Tecnica e Busta Economica) RDO del LOTTO 4 RC PATRIMONIALE COLPA LIEVE (Busta Tecnica e Busta Economica),ENTE DI DECENTRAMENTO REGIONALE DI PORDENONE,ITA,,,,1281000.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234795-2026,https://ted.europa.eu/it/notice/234795-2026/pdf,,aziende,66510000|66515100|66516100|66516400|66516500
TED-234806-2026,TED,lavori,"Italia – Lavori di costruzione di strutture ospedaliere – Procedura Aperta, con Inversione Procedimentale, suddivisa in 2 Lotti Funzionali, per affidamento lavori relativi intervento di ""Adeguamento alla normativa prevenzione incendi ed antisismica dei PP.OO. di San Donà di Piave e di Portogruaro"".",Presidio Ospedaliero di San Donà di Piave Presidio Ospedaliero di Portogruaro,AZIENDA ULSS N. 4 VENETO ORIENTALE,ITA,Veneto,,,22200754.91,EUR,2026-04-03,2026-04-29,scaduto,https://ted.europa.eu/it/notice/-/detail/234806-2026,https://ted.europa.eu/it/notice/234806-2026/pdf,costruzioni,aziende,45215140
TED-234860-2026,TED,appalto_servizi,Italia – Servizi di assicurazione contro danni o perdite – GARA EUROPEA A PROCEDURA TELEMATICA APERTA PER L’APPALTO DEI SERVIZI ASSICURATIVI DEL COMUNE DI ISTRANA (TV) DAL 30/06/2026 AL 30/06/2029,POLIZZA ALL RISKS PATRIMONIO POLIZZA R.C.T/O POLIZZA RC AUTOVEICOLI + CVT POLIZZA INFORTUNI CUMULATIVA POLIZZA TUTELA LEGALE,Provincia di Treviso,ITA,,,,179905.99,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234860-2026,https://ted.europa.eu/it/notice/234860-2026/pdf,,aziende,66512100|66513100|66515000|66516100|66516400
TED-234942-2026,TED,servizi_ambientali,"Italia – Servizi fognari, di raccolta dei rifiuti, di pulizia e ambientali – PORTO DI PALERMO - BONIFICA CASSONI ACCOSTO IMPIANTO DEGASSIFICA PORTO ACQUASANTA -CUP I77F23000050001","Procedura aperta, sopra soglia comunitaria, per appalto misto di servizi e lavori",Autorità di Sistema Portuale del Mare di Sicilia Occidentale,ITA,Sicilia,,,8470849.81,EUR,2026-04-03,2026-04-15,scaduto,https://ted.europa.eu/it/notice/-/detail/234942-2026,https://ted.europa.eu/it/notice/234942-2026/pdf,ambiente,aziende,90000000
TED-234945-2026,TED,dispositivi_medici,"Italia – Materiali medici – Procedura aperta, ex art. 71, D.Lgs. n. 36/2023 e ss.mm.ii., in modalità telematica Application Service Provider (ASP), per l’approvvigionamento della fornitura - in somministrazione per anni tre (prorogabile per anni uno) - di Materiale sanitario di anestesia per Terapie Intensive e Rianimazione di questo G.O.M..",Aghi - Lotto 1 Aghi - Lotto 2 Cateteri - Lotto 3 Aghi - Lotto 4 Aghi - Lotto 5 Aghi - Lotto 6 Materiali medici - Lotto 7 Materiali medici - Lotto 8 Siringhe - Lotto 9 Aghi - Lotto 10 Materiali medici - Lotto 11 Materiali medici - Lotto 12 Materiali medici - Lotto 13 Materiali medici - Lotto 14 Materiali medici - Lotto 15 Materiali medici - Lotto 16 Materiali medici - Lotto 17 Materiali medici - Lotto 18 Materiali medici - Lotto 19 Materiali medici - Lotto 20 Materiali medici - Lotto 21 Materiali medici - Lotto 22 Materiali medici - Lotto 23 Materiali medici - Lotto 24 Materiali medici - Lotto 25 Materiali medici - Lotto 26 Materiali medici - Lotto 27 Materiali medici - Lotto 28 Materiali medici - Lotto 29 Materiali medici - Lotto 30 Materiali medici - Lotto 31 Materiali medici - Lotto 32 Materiali medici - Lotto 33 Materiali medici - Lotto 34 Materiali medici - Lotto 35 Materiali medici - Lotto 36 Materiali medici - Lotto 37 Materiali medici - Lotto 38 Materiali medici - Lotto 39 Mater,Grande Ospedale Metropolitano Bianchi Melacrino Morelli,ITA,,,,180000.0,EUR,2026-04-03,2026-04-16,scaduto,https://ted.europa.eu/it/notice/-/detail/234945-2026,https://ted.europa.eu/it/notice/234945-2026/pdf,medicale,aziende,33140000|33141320
TED-234977-2026,TED,dispositivi_medici,Italia – Dispositivi e prodotti medici vari – AUSL - Prelievi,"Sistema completo di materiale monouso ed apparecchiature per prelievo, separazione, lavorazione di sangue intero ed emocomponenti Sistema diagnostico in sierologia per la qualificazione biologica del sangue e degli emocomponenti: test HBsAg, anticorpi Anti-HCV, test sierologico per la ricerca combinata di anticorpo Anti- HIV 1-2 e antigene HIV, Anticorpi Anti - Treponema Pallidum (TP) e anticorpi anti Tripanosoma Cruzi con metodo immunometrico Sistemi diagnostici in biologia molecolare (NAT) per la qualificazione biologica del sangue e degli emocomponenti: test HCV NAT, HBV NAT, HIV NAT",IN.VA. S.P.A.,ITA,,,,1218280.0,EUR,2026-04-03,2026-05-03,attivo,https://ted.europa.eu/it/notice/-/detail/234977-2026,https://ted.europa.eu/it/notice/234977-2026/pdf,medicale,aziende,33190000
TED-234979-2026,TED,appalto_servizi,"Italia – Servizi di riparazione e manutenzione – Procedura aperta, ai sensi dell'art. 71 del D.lgs. 36/2023, per l'affidamento del servizio di manutenzione apparati ITS di bordo ed a terra quali AVM/AVL, bigliettazione elettronica, informazione all'utenza, ETVM, cartelli indicatori, TVCC telecamere porte, per la durata di mesi 36.","Procedura aperta, ai sensi dell'art. 71 del D.lgs. 36/2023, per l'affidamento del servizio di manutenzione apparati ITS di bordo ed a terra quali AVM/AVL, bigliettazione elettronica, informazione all'utenza, ETVM, cartelli indicatori, TVCC telecamere porte, per la durata di mesi 36.",AZIENDA TRASPORTI MESSINA S.P.A.,ITA,,,,1101120.0,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234979-2026,https://ted.europa.eu/it/notice/234979-2026/pdf,,aziende,50000000
TED-235023-2026,TED,servizi_ambientali,Italia – Servizi di raccolta di rifiuti solidi urbani – SERVIZIO DI RACCOLTA DIFFERENZIATA DEI RIFIUTI SOLIDI URBANI NEL COMUNE DI PERDASDEFOGU,SERVIZIO DI RACCOLTA DIFFERENZIATA DEI RIFIUTI SOLIDI URBANI NEL COMUNE DI PERDASDEFOGU,"Unione dei Comuni Valle del Pardu e dei Tacchi Ogliastra Meridionale, Centrale di Commitenza per conto del Comune di Perdasdefogu",ITA,,,,384506.27,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/235023-2026,https://ted.europa.eu/it/notice/235023-2026/pdf,ambiente,aziende,90511000|90511100
TED-235203-2026,TED,servizi_it,Italia – Servizi di manutenzione di sistemi e di assistenza – PA 7/2026 - Affidamento dei servizi professionali di manutenzione correttiva ed evolutiva dei prodotti Salesforce,Affidamento dei servizi professionali di manutenzione correttiva ed evolutiva dei prodotti Salesforce,Cotral Spa – Compagnia dei Trasporti Laziali,ITA,,,,344400.0,EUR,2026-04-03,2026-05-04,attivo,https://ted.europa.eu/it/notice/-/detail/235203-2026,https://ted.europa.eu/it/notice/235203-2026/pdf,tecnologia,aziende|software_house,72250000
TED-235323-2026,TED,appalto_servizi,Italia – Servizi di portineria – Acquisizione del servizio di servizio di vigilanza non armata e portierato presso il Conservatorio Statale di Catania V Bellini mediante,Acquisizione del servizio di servizio di vigilanza non armata e portierato presso il Conservatorio Statale di Catania V Bellini mediante,CITTA' METROPOLITANA DI CATANIA,ITA,,,,625000.0,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/235323-2026,https://ted.europa.eu/it/notice/235323-2026/pdf,,aziende,98341120
TED-235335-2026,TED,appalto_servizi,Italia – Compattatori per rifiuti – MIGLIORAMENTO E MECCANIZZAZIONE DELLA RETE DI RACCOLTA DIFFERENZIATA DEI RIFIUTI URBANI- FINANZIAMENTO UNIONE EUROPEA NEXT GENERETION EU,"MISSIONE 2 RIVOLUZIONE VERDE E TRANSIZIONE ECOLOGICA, COMPONENTE 1 ECONOMIA CIRCOLARE E AGRICOLTURA SOSTENIBILE, INVESTIMENTO 1.1 REALIZZAZIONE NUOVI IMPIANTI DI GESTIONE RIFIUTI E AMMODERNAMENTO DI IMPIANTI ESISTENTI, DEL PNRR (MISURA M2C1.1.I.1.1) LINEA D&#8217;INTERVENTO A MIGLIORAMENTO E MECCANIZZAZIONE DELLA RETE DI RACCOLTA DIFFERENZIATA DEI RIFIUTI URBANI - FINANZIAMENTO UNIONE EUROPEA NEXT GENERETION EU",Comune di Acquappesa,ITA,,,,668330.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/235335-2026,https://ted.europa.eu/it/notice/235335-2026/pdf,,aziende,39713300
TED-235417-2026,TED,appalto_servizi,"Italia – Prodotti alimentari e prodotti secchi vari – Procedura aperta, in ambito europeo, finalizzata alla conclusione di un contratto per l’affidamento dell’Appalto di fornitura del Vitto dei detenuti ed internati ristretti negli Istituti penitenziari per adulti della Toscana e Umbria, da svolgersi mediante l’approvvigionamento e consegna di derrate alimentari necessarie al confezionamento di pasti giornalieri completi (colazione, pranzo e cena), a","Lotto 1 comprendente gli Istituti Firenze Sollicciano, Firenze Gozzini Lotto 2 comprendente gli Istituti Prato e Pistoia Lotto 3 comprendente gli Istituti Pisa, Massa e Lucca Lotto 4 comprendente gli Istituti Porto azzurro, Livorno e Gorgona Lotto 5 comprendente gli Istituti Arezzo, Siena, San Gimignano, Grosseto, Massa Marittima e Volterra Lotto 6 comprendente gli Istituti Perugia e Spoleto Lotto 7 comprendente gli Istituti Terni e Orvieto",Provveditorato Regione Toscana e Umbria Amministrazione Penitenziaria,ITA,Toscana,,,6832716.31,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/235417-2026,https://ted.europa.eu/it/notice/235417-2026/pdf,,aziende,15890000
TED-235480-2026,TED,appalto_servizi,Italia – Servizi di salvataggio – Senza Titolo,"Servizio di sorveglianza, prevenzione e salvataggio di n. 3 tratti di spiagge libere nel Comune di Orosei Stagione estiva 2026, 2027 e 2028",COMUNE DI OROSEI,ITA,,,,711980.62,EUR,2026-04-03,2026-04-27,scaduto,https://ted.europa.eu/it/notice/-/detail/235480-2026,https://ted.europa.eu/it/notice/235480-2026/pdf,,aziende,75252000
TED-235585-2026,TED,appalto_servizi,Italia – Contatori di acqua – GARA EUROPEA A PROCEDURA APERTA PER LA FORNITURA DI MISURATORI STATICI ACQUA FREDDA LOTTO 1 E LOTTO 2 (GRANDI UTENZE),GARA EUROPEA A PROCEDURA APERTA PER LA FORNITURA DI MISURATORI STATICI ACQUA FREDDA LOTTO 1,Lario Reti Holding S.p.a.,ITA,,,,1050000.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/235585-2026,https://ted.europa.eu/it/notice/235585-2026/pdf,,aziende,38421100
TED-235616-2026,TED,appalto_servizi,"Italia – Veicoli a motore – ID 3938 - Procedura aperta ex art. 71 del D.Lgs. 36/2023, svolta in modalità telematica ex art. 25 D.Lgs. 36/2023, per l’affidamento, tramite accordo quadro con un unico operatore ai sensi dell’art. 59 comma 3 del D.lgs. 36/2023, del servizio di noleggio a lungo termine di autoveicoli senza conducente e servizi connessi",Servizio di noleggio a lungo termine di autoveicoli senza conducente e servizi connessi,GAIA S.p.A.,ITA,,,,14877500.0,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/235616-2026,https://ted.europa.eu/it/notice/235616-2026/pdf,,aziende,34100000
TED-235654-2026,TED,lavori,Italia – Lavori di riparazione e ripristino – Misura PNRR M7 - I.17_Comune di Orta Nova,MISURA PNRR M.7 – I.17 REPOWER - REGOLAMENTO (UE) 2023/435 DEL 27 FEBBRAIO 2023 PER L'EFFICIENTAMENTO ENERGETICO DELL'EDILIZIA RESIDENZIALE PUBBLICA RELATIVA AL PATRIMONIO ERP DI ARCA CAPITANATA SITO NEL COMUNE DI ORTA NOVA,Arca Capitanata - Foggia,ITA,,,,18261976.57,EUR,2026-04-03,2026-04-14,scaduto,https://ted.europa.eu/it/notice/-/detail/235654-2026,https://ted.europa.eu/it/notice/235654-2026/pdf,costruzioni,aziende,45453000
TED-235660-2026,TED,appalto_servizi,"Italia – Servizi di piantagione e manutenzione di zone verdi – Procedura aperta per l&#8217;affidamento, del servizio di manutenzione e gestione dei Giardini Pubblici e delle aree limitrofe al Castello Marchionale, per conto del Comune di Este (PD) - CIG BA55E4E13E.","Procedura aperta per l&#8217;affidamento, del servizio di manutenzione e gestione dei Giardini Pubblici e delle aree limitrofe al Castello Marchionale, per conto del Comune di Este (PD)",Federazione dei Comuni del Camposampierese,ITA,,,,835017.69,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/235660-2026,https://ted.europa.eu/it/notice/235660-2026/pdf,,aziende,77310000
TED-235689-2026,TED,appalto_servizi,Italia – Servizi marini – AVVISO PUBBLICO PER L'INDIZIONE DI UNA PROCEDURA A EVIDENZA PUBBLICA PER L'AFFIDAMENTO IN CONCESSIONE DI N.1 AREA DEMANIALE MARITTIMA DESTINATA ALLA NAUTICA DA DIPORTO &#8211; PORTO DI SAPRI &#8211; LOTTO A,AVVISO PUBBLICO PER L'INDIZIONE DI UNA PROCEDURA A EVIDENZA PUBBLICA PER L'AFFIDAMENTO IN CONCESSIONE DI N.1 AREA DEMANIALE MARITTIMA DESTINATA ALLA NAUTICA DA DIPORTO &#8211; PORTO DI SAPRI &#8211; LOTTO A,Comune di Sapri,ITA,,,,4974.54,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/235689-2026,https://ted.europa.eu/it/notice/235689-2026/pdf,,aziende,98360000
TED-235707-2026,TED,appalto_servizi,"Italia – Servizi cimiteriali – Procedura aperta telematica ai sensi dell'art. 71 del D. Lgs. 36/2023 per l'affidamento della gestione dei servizi cimiteriali per anni 3 (tre), nel Comune di Matino.","Procedura aperta per l'affidamento in concessione della gestione dei servizi cimiteriali per anni 3 (tre), nel Comune di Matino.",CUC Matino Parabita,ITA,,,,262110.0,EUR,2026-04-03,2026-04-17,scaduto,https://ted.europa.eu/it/notice/-/detail/235707-2026,https://ted.europa.eu/it/notice/235707-2026/pdf,,aziende,98371110
TED-230465-2026,TED,appalto_servizi,Italia – Servizi di piantagione e manutenzione di zone verdi – ACCORDO QUADRO SUDDIVISO IN TRE LOTTI PER LA MANUTENZIONE DEL VERDE PRESENTE SUL PATRIMONNIO STRADALE DI PROPRIETA’ E IN GESTIONE ALLA PROVINCIA DI LIVORNO COMPRESO IL TERRITORIO DELL’ISOLA D’ELBA PER TRE ANNI,LOTTO 1 - DISTRETTO ELBA LOTTO 2 - DISTRETTO NORD LOTTO 3 - DISTRETTO SUD,PROVINCIA DI LIVORNO - Servizio Sviluppo investimenti edilizia e viabilità - attuazione PNRR,ITA,,,,1329450.45,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/230465-2026,https://ted.europa.eu/it/notice/230465-2026/pdf,,aziende,77310000
TED-230488-2026,TED,appalto_servizi,"Italia – Macchinari, attrezzature e forniture varie – Accordo quadro per la fornitura di consumabile per la strumentazione",Accordo quadro per la fornitura di consumabile per la strumentazione,Agenzia Regionale Protezione Ambientale del Piemonte,ITA,Piemonte,,,1100000.0,EUR,2026-04-02,2026-04-21,scaduto,https://ted.europa.eu/it/notice/-/detail/230488-2026,https://ted.europa.eu/it/notice/230488-2026/pdf,,aziende,30190000
TED-230495-2026,TED,servizi_it,"Italia – Servizi connessi al software – (07/2026) Procedura aperta, ai sensi dell'art. 71 del D.Lgs. n. 36/2023, con aggiudicazione secondo il criterio dell'offerta economicamente più vantaggiosa, ai sensi dell'art. 108, comma 2 del D.lgs. n. 36/2023, per la scelta del contraente cui affidare le attività di esecuzione dei seguenti servizi inerenti all'ERP aziendale SAP: manutenzione delle licenze, migrazione on-premise verso cloud e agg","(07/2026) Procedura aperta, ai sensi dell'art. 71 del D.Lgs. n. 36/2023, con aggiudicazione secondo il criterio dell'offerta economicamente più vantaggiosa, ai sensi dell'art. 108, comma 2 del D.lgs. n. 36/2023, per la scelta del contraente cui affidare le attività di esecuzione dei seguenti servizi inerenti all'ERP aziendale SAP: manutenzione delle licenze, migrazione on-premise verso cloud e aggiornamento versione, cloud service,supporto Basis e supporto applicativo AMS.",Gare Amiu Genova,ITA,,,,1260000.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/230495-2026,https://ted.europa.eu/it/notice/230495-2026/pdf,tecnologia,aziende|software_house,72260000
TED-230524-2026,TED,appalto_servizi,Italia – Prodotti alimentari e prodotti secchi vari – Fornitura derrate alimentari A.P.S.P. Giacomo Cis di Ledro,LOTTO 4 - PRODOTTI ALIMENTARI SECCHI E IN SCATOLA,Provincia Autonoma di Trento,ITA,,,,220000.0,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/230524-2026,https://ted.europa.eu/it/notice/230524-2026/pdf,,aziende,15800000|15890000
TED-230560-2026,TED,appalto_servizi,"Italia – Servizi di organismi di riscossione – AFFIDAMENTO IN CONCESSIONE DEL SERVIZIO DI: GESTIONE DELL’ACCERTAMENTO E RISCOSSIONE ORDINARIA E COATTIVA DEL CANONE UNICO PATRIMONIALE DI CONCESSIONE PER L’OCCUPAZIONE DEL SUOLO PUBBLICO E DI ESPOSIZIONE PUBBLICITARIA, COMPRESO IL SERVIZIO DI PUBBLICHE AFFISSIONI E DEL CANONE PATRIMONIALE PER LE AREE MERCATALI A CARATTERE PERMANENTE.","AFFIDAMENTO IN CONCESSIONE DEL SERVIZIO DI: GESTIONE DELL’ACCERTAMENTO E RISCOSSIONE ORDINARIA E COATTIVA DEL CANONE UNICO PATRIMONIALE DI CONCESSIONE PER L’OCCUPAZIONE DEL SUOLO PUBBLICO E DI ESPOSIZIONE PUBBLICITARIA, COMPRESO IL SERVIZIO DI PUBBLICHE AFFISSIONI E DEL CANONE PATRIMONIALE PER LE AREE MERCATALI A CARATTERE PERMANENTE.",CENTRALE UNICA DI COMMITTENZA COMUNE DI VILLAFRANCA DI VERONA E COMUNE DI MOZZECANE,ITA,,,,890930.88,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/230560-2026,https://ted.europa.eu/it/notice/230560-2026/pdf,,aziende,79940000
TED-230570-2026,TED,appalto_servizi,Italia – Apparecchiature per microformati – Micropet HSM 2,Micropet HSM,AZIENDA LIGURE SANITARIA DELLA REGIONE LIGURIA,ITA,Liguria,,,476000.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/230570-2026,https://ted.europa.eu/it/notice/230570-2026/pdf,,aziende,38654300
TED-230623-2026,TED,appalto_servizi,Italia – Servizi di gestione di parcheggi – SERVIZIO DI GESTIONE DELLE AREE DI SOSTA A PAGAMENTO SENZA CUSTODIA,"Affidamento del servizio di gestione della sosta a pagamento nella Citt&#224; di Amantea, senza obbligo di custodia",Comune di Amantea,ITA,,,,747091.55,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/230623-2026,https://ted.europa.eu/it/notice/230623-2026/pdf,,aziende,98351000
TED-230655-2026,TED,appalto_servizi,Italia – Carbone attivato – Fornitura di carbone attivo granulare vegetale riattivabile per l'impianto sito in Locana (TO) potabilizzatore acquedotto Valle Orco (prog. 16009) - Rif. APP_157/2025,Fornitura di carbone attivo granulare vegetale riattivabile per l'impianto sito in Locana (TO) potabilizzatore acquedotto Valle Orco (prog. 16009) - Rif. APP_157/2025,Società Metropolitana Acque Torino S.p.A.,ITA,,,,879120.0,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/230655-2026,https://ted.europa.eu/it/notice/230655-2026/pdf,,aziende,24954000
TED-230784-2026,TED,servizi_ambientali,"Italia – Servizi di trattamento e smaltimento di rifiuti urbani e domestici non pericolosi – (48/2026) Procedura aperta, ai sensi dell'art. 71 del D.Lgs. n. 36/2023, per la conclusione di un accordo quadro con un solo operatore economico, ai sensi dell'art. 59, comma 3,del D.Lgs. n. 36/2023 e s.m.i., con aggiudicazione con il criterio del minor prezzo, ai sensi dell'art. 108, comma 3 del D.Lgs. n. 36/2023, cui affidare il servizio di avvio al recupero, comprensivo di trasporto, presso imp",LOTTO 1 - Corso Perrone LOTTO 2 - Volpara LOTTO 3 - Genovesato LOTTO 4 - Golfo Paradiso,Gare Amiu Genova,ITA,,,,2916150.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/230784-2026,https://ted.europa.eu/it/notice/230784-2026/pdf,ambiente,aziende,90513000
TED-230933-2026,TED,servizi_ambientali,Italia – Servizi di riciclo dei rifiuti – PROCEDURA APERTA PER L’APPALTO DEL SERVIZIO DI TRATTAMENTO DI RIFIUTI BIODEGRADABILI DI CUCINE E MENSE - CER 20.01.08,"Servizio di trattamento di rifiuti biodegradabili di cucine e mense - CER 20.01.08, raccolti nel territorio della Società Canavesana Servizi S.p.A.",SOCIETÀ CANAVESANA SERVIZI,ITA,,,,3276000.0,EUR,2026-04-02,2026-04-27,scaduto,https://ted.europa.eu/it/notice/-/detail/230933-2026,https://ted.europa.eu/it/notice/230933-2026/pdf,ambiente,aziende,90514000
TED-230956-2026,TED,appalto_servizi,Italia – Servizi di portineria – portierato,"SERVIZIO BIENNALE, CON OPZIONE DI RINNOVO PER ULTERIORE ANNUALITÀ, DI RECEPTION E PORTIERATO",A.O. SAN GIOVANNI DI DIO,ITA,,,,746304.0,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/230956-2026,https://ted.europa.eu/it/notice/230956-2026/pdf,,aziende,98341120
TED-230985-2026,TED,servizi_ambientali,"Italia – Servizi di riparazione e manutenzione – Direzione regionale Musei nazionali Lazio, “Servizi di manutenzione programmata della Certosa di Trisulti presso Collepardo (FR)”, da aggiudicare per la durata di 36 (trentasei) mesi, mediante gara europea a procedura aperta ex art. 71 D.Lgs. 36/2023 e s.m.i.","Gara europea a procedura aperta ex art. 71 D.Lgs. 36/2023 e s.m.i. esperita su piattaforma di approvvigionamento digitale certificata, come disposto dall’art. 1 del comma 450 della Legge 296/2006 e dagli artt. 19 e segg. del Codice dei contratti pubblici. Finanziamento proveniente dalla programmazione approvata ai sensi della Legge 190/2014 (legge di stabilità 2015) approvata con D.M. 31 gennaio 2025 n. 37 per il triennio 2025-2027 disponibile su capitolo di bilancio 2.1.2.020 all’art. 2.02.03.06.001/F – A.F. 2026 e segg. CUP F32F24000840001","Italia, Ministero della Cultura, Direzione regionale Musei nazionali Lazio",ITA,Lazio,,,685000.0,EUR,2026-04-02,2026-04-22,scaduto,https://ted.europa.eu/it/notice/-/detail/230985-2026,https://ted.europa.eu/it/notice/230985-2026/pdf,ambiente|ingegneria,aziende,50000000|71000000|77000000|90000000
TED-230993-2026,TED,appalto_servizi,Italia – Caricatori articolati – GARA 08/BS 2026 FORNITURA DI VEICOLI ATTREZZATI PER LA RACCOLTA RIFIUTI,"N.7 (sette) autocarri a due assi (M.T.T. 35 q.) con vasca aperta 2,6 4 m3 e alza volta bodoni fino a 360 l N.2 (due) autocarri a due assi (M.T.T. 35 q.), passo 3.000 mm con vasca pala-carrello 4 5 m3, alza volta bodoni fino a 360 l e aggancio DIN per cassonetti 1.100 l N.3 (tre) autocarri a due assi (M.T.T. 35 q.), passo 3.250 mm con vasca pala-carrello 4,5 m3, alza volta bodoni fino a 360 l e aggancio DIN per cassonetti 1.100 l N.3 (tre) autocarri a due assi (35 q. < M.T.T. 60 q.) con costipatore rifiuti e vasca 5 m3 e sistema AVC N.9 (nove) autocarri a due assi (65 q. < M.T.T. 75 q.) con costipatore rifiuti e vasca 6,5 m3 e sistema AVC N.4 (quattro) autocarri a due assi con compattatore rifiuti con cassone monoscocca da 9 m3 e sistema AVC N.5 (cinque) autocarri a due assi con compattatore rifiuti con cassone monoscocca da 10 a 12 m3 e sistema AVC N.2 (due) autocarri a due assi con compattatore rifiuti con cassone monoscocca da 12 a 13 m3 e sistema AVC N.3 (tre) autocarri a due assi c",Valle Umbra Servizi,ITA,,,,775000.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/230993-2026,https://ted.europa.eu/it/notice/230993-2026/pdf,,aziende,34142200
TED-231002-2026,TED,formazione,Italia – Servizi di istruzione prescolastica – SERVIZIO DI GESTIONE DEI NIDI D&#8217;INFANZIA COMUNALI &#8220;S. AGOSTINO&#8221; E &#8220;C.DA BICOCCA&#8221; ANNI EDUCATIVI 2025/2026,SERVIZIO DI GESTIONE DEI NIDI D&#8217;INFANZIA COMUNALI &#8220;S. AGOSTINO&#8221; E &#8220;C.DA BICOCCA&#8221; ANNI EDUCATIVI 2025/2026,MELFI,ITA,,,,934848.52,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231002-2026,https://ted.europa.eu/it/notice/231002-2026/pdf,ambiente|formazione,aziende|enti_formazione,80110000|90910000
TED-231088-2026,TED,appalto_servizi,"Italia – Servizi di fornitura di personale, compreso personale temporaneo – PROCEDURA APERTA PER AFFIDAMENTO, A MEZZO DI ACCORDO QUADRO, DEL SERVIZIO DI SOMMINISTRAZIONE DI LAVORO A TEMPO DETERMINATO, DI DURATA BIENNALE, PER OPERAI IDRAULICO-FORESTALI SPECIALIZZATI DA IMPIEGARE NEL SERVIZIO ANTINCENDIO BOSCHIVO (AIB) E NEI CANTIERI FORESTALI DELLA COMUNIT&#192; MONTANA VALLO DI DIANO - CIG: BB0A908204","Il servizio di somministrazione di lavoro temporaneo verr&#224; impiegato per il reperimento di personale ascrivibile al profilo &#8220;operatore idraulico-forestale professionale specializzato, Livello 4/Operai specializzati/parametro 116 e Livello 3/Operai qualificati super/Parametro 111""",Comunita&#8217; Montana Vallo di Diano,ITA,,,,1561600.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/231088-2026,https://ted.europa.eu/it/notice/231088-2026/pdf,,aziende,79620000
