id,fonte,tipo,titolo,descrizione,ente_nome,ente_paese,regione,importo_min,importo_max,importo_stimato,valuta,data_pubblicazione,data_scadenza,stato,url_originale,url_pdf,settori,destinatari,cpv_codes
OC-2016PATTIMOL,OpenCoesione,appalto_servizi,PATTO MOLISE,PATTO MOLISE,OpenCoesione / Fondi UE,IT,Molise,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016PATTIMOL/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016PATTINAP,OpenCoesione,appalto_servizi,PATTO NAPOLI,PATTO NAPOLI,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016PATTINAP/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016PATTIPAL,OpenCoesione,appalto_servizi,PATTO PALERMO,PATTO PALERMO,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016PATTIPAL/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016PATTIPUG,OpenCoesione,appalto_servizi,PATTO PUGLIA,PATTO PUGLIA,OpenCoesione / Fondi UE,IT,Puglia,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016PATTIPUG/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016PATTIRC,OpenCoesione,appalto_servizi,PATTO REGGIO CALABRIA,PATTO REGGIO CALABRIA,OpenCoesione / Fondi UE,IT,Calabria,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016PATTIRC/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016PATTISARD,OpenCoesione,appalto_servizi,PATTO SARDEGNA,PATTO SARDEGNA,OpenCoesione / Fondi UE,IT,Sardegna,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016PATTISARD/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016PATTISICI,OpenCoesione,appalto_servizi,PATTO SICILIA,PATTO SICILIA,OpenCoesione / Fondi UE,IT,Sicilia,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016PATTISICI/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016PATTIVEN,OpenCoesione,appalto_servizi,PATTO VENEZIA,PATTO VENEZIA,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016PATTIVEN/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016MBCSGFSC006,OpenCoesione,appalto_servizi,PIANO CULTURA E TURISMO,PIANO CULTURA E TURISMO,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016MBCSGFSC006/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2015PCDPCFSC018,OpenCoesione,appalto_servizi,PIANO DI INTERVENTI ISOLA DI LAMPEDUSA,PIANO DI INTERVENTI ISOLA DI LAMPEDUSA,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2015PCDPCFSC018/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2017POAGRICOFSC,OpenCoesione,appalto_servizi,PIANO FSC AGRICOLTURA,PIANO FSC AGRICOLTURA,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2017POAGRICOFSC/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2017POAMBIENFSC,OpenCoesione,appalto_servizi,PIANO FSC AMBIENTE,PIANO FSC AMBIENTE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2017POAMBIENFSC/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016MISEBULFSC1,OpenCoesione,appalto_servizi,PIANO FSC BANDA ULTRA LARGA,PIANO FSC BANDA ULTRA LARGA,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016MISEBULFSC1/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-FSCACTBENICONF,OpenCoesione,appalto_servizi,PIANO FSC BENI CONFISCATI ESEMPLARI,PIANO FSC BENI CONFISCATI ESEMPLARI,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/FSCACTBENICONF/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2016XXAMPSAP00,OpenCoesione,appalto_servizi,PIANO FSC DISSESTO IDROGEOLOGICO,PIANO FSC DISSESTO IDROGEOLOGICO,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2016XXAMPSAP00/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2015XXXXXPSO000,OpenCoesione,appalto_servizi,PIANO FSC DISSESTO IDROGEOLOGICO - FONDO PROGETTAZIONE,PIANO FSC DISSESTO IDROGEOLOGICO - FONDO PROGETTAZIONE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2015XXXXXPSO000/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2017POIMPCOMFSC,OpenCoesione,appalto_servizi,PIANO FSC IMPRESE E COMPETITIVITA',PIANO FSC IMPRESE E COMPETITIVITA',OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2017POIMPCOMFSC/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2017POINFRASFSC,OpenCoesione,appalto_servizi,PIANO FSC INFRASTRUTTURE,PIANO FSC INFRASTRUTTURE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2017POINFRASFSC/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2017FSCRICERCA,OpenCoesione,ricerca_nazionale,PIANO FSC RICERCA E INNOVAZIONE,PIANO FSC RICERCA E INNOVAZIONE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2017FSCRICERCA/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-2018POSALUTEFSC,OpenCoesione,appalto_servizi,PIANO FSC SALUTE,PIANO FSC SALUTE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2018POSALUTEFSC/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-POSPORTFSC,OpenCoesione,appalto_servizi,PIANO FSC SPORT E PERIFERIE,PIANO FSC SPORT E PERIFERIE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/POSPORTFSC/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2019MATTMINA001,OpenCoesione,appalto_servizi,PIANO MITIGAZIONE RISCHIO IDROGEOLOGICO,PIANO MITIGAZIONE RISCHIO IDROGEOLOGICO,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2019MATTMINA001/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-PIANOPERIFERIE,OpenCoesione,appalto_servizi,PIANO PERIFERIE,PIANO PERIFERIE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/PIANOPERIFERIE/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2019AGCOEFSC001,OpenCoesione,appalto_servizi,PIANO RAFFORZAMENTO CONTI PUBBLICI TERRITORIALI,PIANO RAFFORZAMENTO CONTI PUBBLICI TERRITORIALI,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2019AGCOEFSC001/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2015XMINTFSC016,OpenCoesione,appalto_servizi,PIANO SICUREZZA URBANA ROMA,PIANO SICUREZZA URBANA ROMA,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2015XMINTFSC016/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2014XXSMDFSC004,OpenCoesione,appalto_servizi,PIANO STRALCIO TARANTO,PIANO STRALCIO TARANTO,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2014XXSMDFSC004/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2014PCDPCFSC003,OpenCoesione,appalto_servizi,PIANO STRALCIO TARANTO - INVITALIA,PIANO STRALCIO TARANTO - INVITALIA,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2014PCDPCFSC003/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PB006MA023,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO DI BONIFICA DELLE DISCARICHE ABUSIVE REGIONE VENETO,PIANO STRAORDINARIO DI BONIFICA DELLE DISCARICHE ABUSIVE REGIONE VENETO,OpenCoesione / Fondi UE,IT,Veneto,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PB006MA023/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA014,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA PROVINCIA AUTONOMA DI TRENTO,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA PROVINCIA AUTONOMA DI TRENTO,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA014/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA002,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE ABRUZZO,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE ABRUZZO,OpenCoesione / Fondi UE,IT,Abruzzo,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA002/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA013,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE EMILIA ROMAGNA,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE EMILIA ROMAGNA,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA013/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA011,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE FRIULI VENEZIA GIULIA,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE FRIULI VENEZIA GIULIA,OpenCoesione / Fondi UE,IT,Friuli-Venezia Giulia,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA011/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA004,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE LAZIO,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE LAZIO,OpenCoesione / Fondi UE,IT,Lazio,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA004/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA008,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE LIGURIA,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE LIGURIA,OpenCoesione / Fondi UE,IT,Liguria,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA008/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA003,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE LOMBARDIA,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE LOMBARDIA,OpenCoesione / Fondi UE,IT,Lombardia,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA003/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA007,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE MARCHE,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE MARCHE,OpenCoesione / Fondi UE,IT,Marche,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA007/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA005,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE MOLISE,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE MOLISE,OpenCoesione / Fondi UE,IT,Molise,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA005/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA001,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE PIEMONTE,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE PIEMONTE,OpenCoesione / Fondi UE,IT,Piemonte,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA001/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA010,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE TOSCANA,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE TOSCANA,OpenCoesione / Fondi UE,IT,Toscana,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA010/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA006,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE VALLE D'AOSTA,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE VALLE D'AOSTA,OpenCoesione / Fondi UE,IT,Valle d'Aosta,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA006/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2007PI004MA009,OpenCoesione,appalto_servizi,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE VENETO,PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA REGIONE VENETO,OpenCoesione / Fondi UE,IT,Veneto,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2007PI004MA009/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2017PPORTTARFSC,OpenCoesione,appalto_servizi,PIASTRA PORTUALE DI TARANTO,PIASTRA PORTUALE DI TARANTO,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2017PPORTTARFSC/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2021IT16RFPR003,OpenCoesione,appalto_servizi,PN FESR CULTURA,PN FESR CULTURA,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2021IT16RFPR003/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2021IT16FFTA001,OpenCoesione,appalto_servizi,PN FESR FSE+ CAPACITA' PER LA COESIONE,PN FESR FSE+ CAPACITA' PER LA COESIONE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2021IT16FFTA001/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2021IT16FFPR006,OpenCoesione,appalto_servizi,PN FESR FSE+ CAPACITA' PER LA COESIONE,PN FESR FSE+ CAPACITA' PER LA COESIONE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2021IT16FFPR006/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2021IT05FFPR002,OpenCoesione,appalto_servizi,PN FESR FSE+ EQUITA' NELLA SALUTE,PN FESR FSE+ EQUITA' NELLA SALUTE,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2021IT05FFPR002/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2021IT05FFPR003,OpenCoesione,appalto_servizi,PN FESR FSE+ INCLUSIONE E LOTTA ALLA POVERTA',PN FESR FSE+ INCLUSIONE E LOTTA ALLA POVERTA',OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2021IT05FFPR003/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-2021IT16FFPR005,OpenCoesione,appalto_servizi,PN FESR FSE+ METRO PLUS E CITTA' MEDIE SUD,PN FESR FSE+ METRO PLUS E CITTA' MEDIE SUD,OpenCoesione / Fondi UE,IT,,,,,EUR,,,attivo,https://opencoesione.gov.it/it/api/programmi/2021IT16FFPR005/?format=json,,pubblica_amministrazione,enti_pubblici|pa,
OC-B17B17000280007,OpenCoesione,ricerca_nazionale,FONDO ROTATIVO FONDO CRESCITA SOSTENIBILE,FONDO ROTATIVO FONDO CRESCITA SOSTENIBILE,XENIA PROGETTI S.R.L.,IT,,,,334553060.77,EUR,,,scaduto,https://opencoesione.gov.it/it/api/progetti/4miseffcs/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-B86G17000160007,OpenCoesione,ricerca_nazionale,CONTO PRESSO LA BEI PER GESTIONE FONDO DEI FONDI,CONTO PRESSO LA BEI PER GESTIONE FONDO DEI FONDI,VR MEDIA SRL,IT,,,,270000000.0,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/1misebei20142020/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-H22E06000040001,OpenCoesione,ricerca_nazionale,REALIZZAZIONE DEL CENTRO PER LE BIOTECNOLOGIE E LA RICERCA BIOMEDICA,REALIZZAZIONE DEL CENTRO PER LE BIOTECNOLOGIE E LA RICERCA BIOMEDICA,FONDAZIONE RI.MED,IT,,,,220000000.0,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/1miseh22e06000040001/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-B58I23002290006,OpenCoesione,ricerca_nazionale,Nuova Sabatini,Nuova Sabatini,MINISTERO DELLO SVILUPPO ECONOMICO - DGIAI,IT,,,,168175399.55,EUR,,,scaduto,https://opencoesione.gov.it/it/api/progetti/1misensab_pac/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-H71J06000380001,OpenCoesione,ricerca_nazionale,Gestione fondazione e progetti di ricerca,Gestione fondazione e progetti di ricerca,FONDAZIONE RI.MED,IT,,,,161658999.72,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/1miseh71j06000380001/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-C55H23004080008,OpenCoesione,ricerca_nazionale,Contratto di sviluppo Acciaierie d'Italia S.p.A.,Contratto di sviluppo Acciaierie d'Italia S.p.A.,MIMIT - MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,IT,,,,157850000.0,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/4misecds001073/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-B91B19000870008,OpenCoesione,ricerca_nazionale,IPCEI- Microelettronica Sicilia,IPCEI- Microelettronica Sicilia,STMicroelectronics,IT,Sicilia,,,143123264.26,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/4miseipcei00101m/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-C97H20004080008,OpenCoesione,ricerca_nazionale,Cofinanziamento regionale contratti di innovazione di cui ai D.M. 2017 - D.M. 2018 - D.M. 2019 e contratti di sviluppo,Cofinanziamento regionale contratti di innovazione di cui ai D.M. 2017 - D.M. 2018 - D.M. 2019 e contratti di sviluppo,REGIONE ABRUZZO,IT,Abruzzo,,,143094225.83,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/1miseabrsf02-29-2/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-D57C11000060009,OpenCoesione,ricerca_nazionale,Fondo per prestiti ed altri strumenti finanziari,Fondo per prestiti ed altri strumenti finanziari,REGIONE TOSCANA,IT,Toscana,,,130506382.78,EUR,,,scaduto,https://opencoesione.gov.it/it/api/progetti/6to465130/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-F51B25000310002,OpenCoesione,ricerca_nazionale,Fondo di partecipazione per il sostegno a iniziative tecnologie critiche STEP,Fondo di partecipazione per il sostegno a iniziative tecnologie critiche STEP,MIMIT MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,IT,,,,112049980.38,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/f51b25000310002-fopart/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-F81I18000170005,OpenCoesione,ricerca_nazionale,MIRROR GOVSATCOM - Partenariato per l'Innovazione (PpI),MIRROR GOVSATCOM - Partenariato per l'Innovazione (PpI),Thales Alenia Space S.p.A.,IT,,,,105000000.0,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/4misemgscppi/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-B75G11000430007,OpenCoesione,ricerca_nazionale,Fondo rotativo DM 23 luglio,Fondo rotativo DM 23 luglio,MIMIT - MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,IT,,,,94899047.42,EUR,,,scaduto,https://opencoesione.gov.it/it/api/progetti/1misefodm/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-F84I20000490005,OpenCoesione,ricerca_nazionale,MIRROR COPERNICUS Realizzazione Sistema IA-MSGS,MIRROR COPERNICUS Realizzazione Sistema IA-MSGS,Ministero dello Sviluppo Economico - DGPICPMI,IT,,,,85440000.0,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/4misecopernicus-ia-msgs/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-B26I23000060001,OpenCoesione,ricerca_nazionale,Contratto di Sviluppo - PACKAGING to POLYMERS S.r.l. (P2P),Contratto di Sviluppo - PACKAGING to POLYMERS S.r.l. (P2P),PACKAGING TO POLYMERS S.r.l.,IT,,,,82056434.0,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/4misecds001098/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-B75G12000760007,OpenCoesione,ricerca_nazionale,FONDO ROTATIVO PON R&C 2007-2013 FESR CONTRATTI DI SVILUPPO ASSE I,FONDO ROTATIVO PON R&C 2007-2013 FESR CONTRATTI DI SVILUPPO ASSE I,MIMIT - MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,IT,,,,68384847.69,EUR,,,scaduto,https://opencoesione.gov.it/it/api/progetti/1misefocs1/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-C34E14000400008,OpenCoesione,ricerca_nazionale,Contratto di sviluppo-Euralenergy SpA,Contratto di sviluppo-Euralenergy SpA,MIMIT - MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,IT,,,,68032000.0,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/4misecds0312/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-C35H23003900008,OpenCoesione,ricerca_nazionale,Contratto di sviluppo-ECOLOGISTIC SOCIETA' PER AZIONI,Contratto di sviluppo-ECOLOGISTIC SOCIETA' PER AZIONI,MIMIT - MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,IT,,,,68000000.0,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/4misecds001062/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-I12F18000100007,OpenCoesione,ricerca_nazionale,DTT - Divertor Tokamak Test,DTT - Divertor Tokamak Test,REGIONE LAZIO,IT,Lazio,,,64500000.0,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/5la18014ba0240e0001/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
OC-B25F20001640006,OpenCoesione,ricerca_nazionale,Brevetti+ - Bando per la concessione di agevolazioni alle imprese per la valorizzazione economica dei brevetti,Brevetti+ - Bando per la concessione di agevolazioni alle imprese per la valorizzazione economica dei brevetti,the EDGE company,IT,,,,57242504.71,EUR,,,attivo,https://opencoesione.gov.it/it/api/progetti/4misebrevetti/?format=json,,innovazione|ricerca,aziende|enti_ricerca|universita,
TED-298911-2026,TED,ricerca_sviluppo,Italia – Consulenza nel campo della ricerca e dello sviluppo – Knowledge production and knowledge sharing in the field of Human Capital Development (HCD),"The European Training Foundation (ETF) is the European Union Agency that supports countries outside the EU in improving their human capital development, in the context of European Union (EU) external relations policies. Currently the ETF cooperates at country and regional level with the countries of the EU Neighbourhood and Enlargement regions, and in Central Asia, as well as contributing to the EU external policies and programmes in other regions and with the African Union in response to specific requests from the European Commission. The objective of this tender is to support the ETF work with the production of reliable knowledge, evidence and analysis in specific topics in the field of Human Capital Development as well as to strengthen the ETF’s role in sharing it both within and outside the EU. . The main types of services requested are: A. Knowledge production in the form of design and implementation of studies, research studies and projects B. Knowledge sharing in the form of des",European Training Foundation (ETF),ITA,,,,12000000.0,EUR,2026-04-29,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/298911-2026,https://ted.europa.eu/it/notice/298911-2026/pdf,formazione|ricerca,aziende|centri_ricerca|universita,73200000|79951000|79952000|80310000|80400000|80420000|80500000|80511000|80521000|80531200
TED-293851-2026,TED,ricerca_sviluppo,Italia – Servizi di sviluppo sperimentale – Servizio di esecuzione di prove sperimentali per il miglioramento della gestione di patogeni e fitofagi nelle colture agrarie e per lo studio di strategie di difesa sostenibile,Frutticole in semicampo Frutticoltura integrata Frutticoltura biologica Colture erbacee/orticole Problematiche emergenti e tecniche innovative,INTERCENT-ER AGENZIA REGIONALE DI SVILUPPO DEI MERCATI TELEMATICI,ITA,,,,98634.0,EUR,2026-04-27,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/293851-2026,https://ted.europa.eu/it/notice/293851-2026/pdf,ricerca,aziende|centri_ricerca|universita,73120000
TED-277047-2026,TED,ricerca_sviluppo,"Italia – Servizi di ricerca e sviluppo nonché servizi di consulenza affini – Development of evidence-based European guidelines, quality indicators and requirements for prostate cancer screening, diagnosis and care","The objectives of this contract are 1) to deliver a first set of evidence-based recommendations and associated quality indicators for screening and diagnosis of prostate cancer within the European context and in the frame of the European Commission Initiative on Prostate Cancer (EC-PrC), and 2) to execute the preparatory work for the development of the quality assurance scheme covering the entire prostate cancer care pathway from screening to palliative care and to deliver a first set of quality requirements. The adopted methodological approach shall be aligned with the ongoing EC Initiatives on breast, colorectal and cervical cancers. The outputs shall be made publicly accessible via the EC web-hub for the European cancer guidelines and quality assurance schemes.","European Commission, DG JRC - Joint Research Centre",ITA,,,,2000000.0,EUR,2026-04-22,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/277047-2026,https://ted.europa.eu/it/notice/277047-2026/pdf,ricerca|sanità,aziende|centri_ricerca|enti_sanitari,73000000|79400000|85100000
